Auto/Manual,Eng.Capacity,HBC Cat. No.,Description,Title,ABI,Odometer Reading,Reg. number,image_urls,link,Location,Key,Year,Fueltype
,2497 (cc),8123580X,"When Checked, Ran and Drove. Accident Damage",HYUNDAI I800 STYLE CRDI,Category S,140613,LP61OPY,"https://www.hbc.co.uk/assets/2020/04/22/8123580/img_bt3xis3t_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_v1tnj6fy_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_wa1zzvu3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_0gc3n1a1_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_4hisv3vk_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_0ltw70lt_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_vl46_7x5_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_2k9o4k6k_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_3w4l18dz_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_wkl01exd_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_ivc10_6w_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_odbnwikl_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_7da5of2z_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_jg1y68_b_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_cvim4vf3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_wgf69nd8_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_b7xcbda9_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_n23juiaa_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_0hpprowa_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_sgn3q5ky_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img__anc2ub3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/22/8123580/img_2zfz4n7y_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=8123580X,Canvey Island,Yes,Manu: 2012,DIESEL
4 Speed Auto,1248 (cc),8120719,"When Checked, Engine Ran*. Accident Damage",HYUNDAI I10 COMFORT AUTO,Category N,18836,WLZ3172,"https://www.hbc.co.uk/assets/2020/04/16/8120719/img_9qrg3fw6_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_reb2xqho_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_kw3ynj36_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_u0rxc3re_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_on5m35po_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_aisd0ops_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_j5iiroqc_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_u88cen2h_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_7bjoz4yp_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_r_biy8bt_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_w_lovurf_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_v5rb_vvc_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_v052qj4m_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_bsh681nh_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_otwf4h3y_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_gd1dnf3r_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_jslj92lf_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_1ie1wl64_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_5zhpw06c_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_qxagq0o6_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img__20atek3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/16/8120719/img_rac9dtdv_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=8120719,Canvey Island,Yes,Manu: 2009,Petrol
5 Speed Manual,1229 (cc),8120362,"This vehicle is Located near Stafford; Pay before Collection,NO PAYMENT AT SITE. When Checked, Ran and Drove. Accident Damage",VAUXHALL CORSA ENERGY,Category S,63796,GU10UCH,"https://www.hbc.co.uk/assets/2020/04/15/8120362/img_3v628p8f_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_47v7lz6p_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_s0x5bb1z_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_f9bp4lsf_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_o654iwjk_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_px7vyivy_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_cvaesk_w_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_ur2dnqr3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_ji8_y3kq_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_cun5jn7s_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_zov6w7hk_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_s4qhtqgy_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_6ntjk97b_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_6esrlhyn_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_s3e57vbm_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_77r_2euh_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_oofr7pe1_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_fqqd6cf__wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_u57c5izc_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_u9ri3d84_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_xlywgy20_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_v1edlrm6_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img__79qhpgx_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_tl_0u9l3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_nn0yz9kr_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_qlg6z0da_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_il5nuhm3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120362/img_v5y45wq__wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=8120362,HBC Agent Stafford,Yes,Manu: 2010,Petrol
4 Speed Auto,1591 (cc),8120370,"When Checked, Ran and Drove. Accident Damage. Previous Cat S",HYUNDAI IX20 STYLE AUTO,Category S,62462,NV11NRL,"https://www.hbc.co.uk/assets/2020/04/15/8120370/img_b31qt_yx_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_u44ovnm9_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_6z_youwt_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_bubyuvbs_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_bvoqn0q3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_1ra0v1h8_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_y5j5xezf_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_1uxrhwr2_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_65h0f_k3_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_h6bhrmgz_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_o9qqrnpt_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_5uwfwe22_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_5kmjjfax_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_76gtviyv_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img__xt247ef_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_11gw81q0_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img__2ou3ceo_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_3cgj6sgy_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_gduwqo93_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img__g3wrlpw_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_zz6hfikn_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_6hak6dtn_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120370/img_cdgaqm_j_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=8120370,Canvey Island,Yes,Manu: 2011,Petrol
6 Speed Manual,1598 (cc),7994593,Engine Does Not Run. Accident Damage,RENAULT TRAFIC SL27 BUSI,Category S,68390,LX16HDY,"https://www.hbc.co.uk/assets/2020/01/07/7994593/img_28n8pucf_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_42xcwh_y_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_f6usidkv_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_op7d6w2u_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_lcjhyqas_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_ooq5ulhf_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_tuykcy2f_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_qf42lt2h_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_v97n6jfl_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_v371rocl_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_dkfw982r_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_d7uvkqtw_wm.jpg,https://www.hbc.co.uk/assets/2020/01/07/7994593/img_k9zlxgnt_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7994593/img_8hvjcpj2_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7994593/img_1ilrhjws_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=7994593,Canvey Island,Yes,Manu: 2016,Diesel
6 Speed Manual,1968 (cc),8120222,"When Checked, Engine Ran*. Accident Damage",AUDI A3 S LINE 138 TD,Category N,99318,AV12VRP,"https://www.hbc.co.uk/assets/2020/04/15/8120222/img_e_oq3bfv_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_vj6r35l5_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_6fskuwyu_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_r5213ji1_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_p1qntsv5_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_8iandhun_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_g7gzwnln_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_sxgyod7i_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_nap33w9b_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_scfn02z__wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_b980ih97_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_vczt5b31_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_5wl6ut9x_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_7vp21geq_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_elx0jiod_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_ywdoj8wv_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_k314teau_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_fq7s3y_e_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img__rn2r0r8_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_vwm0h102_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_vnwjo3is_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_3g1z8fwr_wm.jpg,https://www.hbc.co.uk/assets/2020/04/15/8120222/img_8wbebai0_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=8120222,Canvey Island,Yes,Manu: 2012,Diesel
6 Speed Auto,2179 (cc),7985518X,"When Checked, Ran and Drove. Accident Damage",LAND ROVER FREELANDER HSE T,Category N,84055,DG08XHW,"https://hbcweblive.blob.core.windows.net/assets/7985518/img_ubegy595_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_how9ozu2_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_8df58f3a_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_7b6q_fmp_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_fib8nt_z_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_hdm3a4wm_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_gm1m4_1r_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_uyfzw6zj_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_hqh3eqq3_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_uuyfhbk5_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_joomyg2n_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_0b_g6a7w_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_yczhhgh7_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_d7m8b3wu_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_jpn9h5cv_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_5qrn1026_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_l6q6uyhw_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_ydyiew5s_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_7z080m4r_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7985518/img_bron8oav_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=7985518X,Canvey Island,Yes,Manu: 2008,Diesel
5 Speed Manual,1560 (cc),7993199,"This vehicle is located near Armagh, Northern Ireland. Call 02837 531914 for details. No cash payments accepted on site. When Checked, Ran and Drove. Accident Damage",PEUGEOT 308 ACTIVE HDI,Category N,,5 Speed Manual,"https://hbcweblive.blob.core.windows.net/assets/7993199/img_5folhbu9_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_pznnrrz3_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_h_2d9kx0_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_0yymsbry_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_c9pdlp6d_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_iwvnajx3_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_82y2lahz_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_w508fiy4_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_fla2i35t_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_ff9_zac0_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_wl34sw1c_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_pq_se4al_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_4oxm001f_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_195_hwtg_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_swo9wl71_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_5edwbd7l_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7993199/img_lwlpij6d_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=7993199,TNZ4053,No,Manu: 2014,Diesel
,1968 (cc),7993355X,ABI,AUDI A4 SE TDI CVT,,2012,FT61VXJ,"https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I1&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I2&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I3&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I4&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I5&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I6&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I7&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I8&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I9&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I10&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I11&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I12&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I13&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I14&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I15&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I16&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I17&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I18&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I19&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I20&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I21&width=640&height=480,https://vis.iaai.com/resizer?imageKeys=90290388~SID~B1~S0~I22&width=640&height=480",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=7993355X,Teesside,Yes,2012,DIESEL
7 Speed Auto,5480 (cc),7978497,"This vehicle is Located near Stafford; Pay before Collection,NO PAYMENT AT SITE. Engine Does Not Run. Accident Damage",VOLVO Glass Carrier,Category N,,M697TWL,"https://hbcweblive.blob.core.windows.net/assets/7978497/img_e7vn81j__wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_mdr0c7s9_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_hso1okni_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_10atyblc_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_nzu_w7k6_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_qw5nr_vv_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_sge20_ux_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_c2vkxd5__wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_olqy3pir_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_kizb714w_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_pvi5kuac_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_q_m6st9z_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_4r194rjl_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_mxdg26ze_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_qrhtg87w_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_o6ah6rrf_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7978497/img_qr9s9i_x_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=7978497,HBC Agent Stafford,Yes,Manu: 1995,Diesel
5 Speed Manual,1868 (cc),7973043,"When Checked, Engine Ran*. Accident Damage",CITROEN BERLINGO 600D LX,Category N,129777,GV56HZN,"https://hbcweblive.blob.core.windows.net/assets/7973043/img_rnkv70b9_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_8rt4omoa_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img__ys85s9v_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_r5lzwrbd_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_99h8uf_g_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_2423ggyf_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_m0xyzvnb_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_sg4029w6_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_nu5t984u_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_113jeiv3_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_do3ow5oq_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_hyt23vzq_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_cxob6vx5_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_xkfjimy8_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_2vv_yjyu_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_86spdrxf_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_4rvik63m_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_2ljoi5pj_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_kapl7obu_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_18uqlul1_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/7973043/img_xenc3dic_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=7973043,Canvey Island,Yes,Manu: 2006,Diesel
5 Speed Manual,1598 (cc),8103533,"When Checked, Ran and Drove. Accident Damage",PEUGEOT 308 SPORT 120,Category N,79213,EK08UOF,"https://hbcweblive.blob.core.windows.net/assets/8103533/img_a12bnc1n_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_w7p5hfrb_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_cfyhb5lc_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_vugzfqv5_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_n4ns6l2e_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_7pysak8l_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_9p9_p26w_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_c1w286_l_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_9xw0l9th_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_c7eozmxf_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_b91yijv4_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_4nyhs1ci_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_c2uqb5zr_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_e64p9m3__wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_q7ztxb8q_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_qc9rcr6u_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_8_ufg6sm_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_thewnhlx_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_sy0vv3ca_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8103533/img_2f5uup6m_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=8103533,Canvey Island,Yes,Manu: 2008,Petrol
6 Speed Manual,1390 (cc),8104754,"When Checked, Engine Ran*. Accident Damage",VOLKSWAGEN GOLF SE TSI,Category N,76169,MF09NHE,"https://hbcweblive.blob.core.windows.net/assets/8104754/img_mubpogf6_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_jystz4au_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_73l2ijte_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_5b4y67fg_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_v4n_2fxu_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_moen9duh_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_ucuscjqe_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_limlu8dk_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_8o9e4yoy_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_o88nkcxv_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_6pv1ic_1_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_f2labgi1_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_x8df6ck0_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_s_39f3jr_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_9gv0yf_f_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img__p9us57g_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_udtrhh7__wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_a1p8m_fm_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_knvgmx0n_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_e9k8vziy_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_han176o9_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_7tgbslu9_wm.jpg,https://hbcweblive.blob.core.windows.net/assets/8104754/img_88fnl4qk_wm.jpg",https://www.hbc.co.uk/cgi-bin/zyview/D=vehicles/V=bidding/R=8104754,Canvey Island,Yes,Manu: 2009,Petrol
